"permalink	name	homepage_url	category_list	status	country_code	state_code	region	city	founded_at",,,,,,,,,,,,,,,,
"/Organization/-Fame	#fame	http://livfame.com	Media	operating	IND	16	Mumbai	Mumbai	",,,,,,,,,,,,,,,,
"/Organization/128-Technology	128","Technology	http://www.128technology.com/	Service","Providers|Technology	operating	USA	MA	Boston	Burlington	07-07-2014",,,,,,,,,,,,,,
"/Organization/12Bis	12Bis	http://12bis.com	Publishing|Services	operating	FRA	A8	Paris	Paris	01-01-2008",,,,,,,,,,,,,,,,
"/Organization/12Cm	12cm	http://www.echoss.co.kr	Mobile|Service","Providers|Software	operating	KOR	13	Bundangdong	Bundangdong	",,,,,,,,,,,,,,,
"/Organization/12Return	12Return	http://www.12return.com	Consumer","Goods|Retail|SaaS|Software	operating	NLD	11	NLD",-,"Other	Gorinchem	10-12-2010",,,,,,,,,,,,,
"/Organization/12Society	12Society	http://www.12Society.com	E-Commerce	acquired	USA	CA	Los","Angeles	West","Hollywood	01-01-2012",,,,,,,,,,,,,,
"/Organization/1366-Technologies	1366","Technologies	http://www.1366tech.com	Manufacturing	operating	USA	MA	Boston	Bedford	01-01-2007",,,,,,,,,,,,,,,
"/Organization/139Shop	139shop	http://www.139shop.com	E-Commerce	operating	CHN				",,,,,,,,,,,,,,,,
"/Organization/13Th-Lab	13th","Lab	http://13thlab.com	Augmented",Reality|Computer,"Vision|Games|iPad|Mobile	acquired	SWE	26	Stockholm	Stockholm	01-01-2010",,,,,,,,,,,,,
"/Organization/140-Proof	140","Proof	http://140proof.com	Advertising|Big",Data,Analytics|Interest,"Graph	operating	USA	CA	SF",Bay,Bay,"Francisco	11-01-2010",,,,,,,,,
"/Organization/140Fire	140Fire	http://140fire.com	Advertising|Entertainment|Real",Time|Social,"Media|Sports|Video	operating	USA	CA	Los","Angeles	Santa","Monica	01-01-2010",,,,,,,,,,,,
"/Organization/1417	1417	http://1417power.com	Finance|Venture","Capital	operating	USA	TN	Nashville	Brentwood	12-01-2012",,,,,,,,,,,,,,,
"/Organization/15Fen	15Fen	http://www.15fen.com/		operating	CHN	30	Guangzhou	Guangzhou	",,,,,,,,,,,,,,,,
"/Organization/15Five	15Five	http://15five.com	Software	operating	USA	CA	SF",Bay,"Area	San","Francisco	01-05-2011",,,,,,,,,,,,,
"/Organization/15Minutesnow	15MinutesNOW	http://15minutesnow.com	Games	operating					19-04-2011",,,,,,,,,,,,,,,,
"/Organization/15Shopstop	15ShopStop	http://15shopstop.com	Fashion	operating	USA	CA	Los","Angeles	Los","Angeles	17-11-2014",,,,,,,,,,,,,,
"/Organization/16-Mile-Solutions	16",Mile,"Solutions		Software	operating	USA	WA	Seattle	Seattle	01-01-2006",,,,,,,,,,,,,,
"/Organization/169-St	169","ST.	http://www.junebugreview.com	Entertainment|Games	closed	USA	FL	Orlando	Lake","Mary	15-05-2009",,,,,,,,,,,,,,
"/Organization/16Lab-Inc-	16Lab","Inc.	http://16lab.net	Design|Development","Platforms|Wearables	operating	JPN	19	JPN",-,"Other	Kamakura	24-04-2013",,,,,,,,,,,,
"/Organization/16Wifi	16WiFi		Public","Transportation	operating	CHN	22	Beijing	Beijing	01-01-2011",,,,,,,,,,,,,,,
"/Organization/17-Media	17","Media	http://17.media		operating					15-07-2015",,,,,,,,,,,,,,,
"/Organization/170-Systems	170","Systems	http://www.170systems.com	Software	acquired	USA	MA	Boston	Bedford	01-01-1990",,,,,,,,,,,,,,,
"/Organization/17Hats	17hats	https://www.17hats.com	Internet	operating	USA	CA	Los","Angeles	Los","Angeles	01-01-2014",,,,,,,,,,,,,,
"/Organization/17U-Cn	17u.cn	http://www.17u.cn	Travel	operating	CHN	4	Shanghai	Suzhou	01-01-2004",,,,,,,,,,,,,,,,
"/Organization/17Zuoye	17zuoye	http://www.17zuoye.com/	Education|Language","Learning	operating	USA	VA	VA",-,"Other	Shanghai	01-01-2007",,,,,,,,,,,,,
"/Organization/1800Diapers	1800Diapers		Baby","Accessories|Kids	operating					",,,,,,,,,,,,,,,
"/Organization/180Solutions	180Solutions		Advertising|Advertising","Platforms|Promotional	closed	USA	WA	Seattle	Bellevue	",,,,,,,,,,,,,,,
"/Organization/1871	1871	http://www.1871.com	Designers|Internet|Non","Profit|Startups	operating	USA	IL	Chicago	Chicago	",,,,,,,,,,,,,,,
"/Organization/19Pay	19pay	http://www.19pay.com.cn	Finance|FinTech	operating	CHN	22	Beijing	Beijing	01-01-2005",,,,,,,,,,,,,,,,
"/Organization/1Bib	1bib	http://www.1bib.com	Cars|Curated","Web	closed	CHN	30	Guangzhou	Guangzhou	01-01-2006",,,,,,,,,,,,,,,
"/Organization/1Bog	One",Block,Off,the,Grid,"(1BOG)	http://1bog.org	Clean","(1BOG)	http://1bog.org	Clean","Solar	closed	USA	CA	SF",Bay,"Area	San","Francisco	01-11-2008",,,,,,
"/Organization/1C-Company	1C","Company	http://1c.ru/eng	Games|Software|Video","Games	closed	RUS	48	Moscow	Moscow	01-01-1991",,,,,,,,,,,,,,
"/Organization/1Calendar	1calendar	http://1calendar.com	Advertising|Education|Internet|Mobile	operating	DNK	17	Copenhagen	Copenhagen	19-01-2009",,,,,,,,,,,,,,,,
"/Organization/1Cast	1Cast	http://www.1cast.com	Content|Lifestyle|News|Video	closed	USA	WA	Seattle	Kirkland	01-06-2006",,,,,,,,,,,,,,,,
"/Organization/1Click	1CLICK	http://1click.io	Chat|Mobile	acquired	IND	19	Bangalore	Bangalore	01-11-2012",,,,,,,,,,,,,,,,
"/Organization/1Cloudstar-Asia	1CloudStar	http://www.1CloudStar.com	Cloud",Computing|Content|Digital,Media|Enterprise,Software|File,"Sharing|Search	operating	SGP		Singapore	Singapore	01-01-2012",,,,,,,,,,,,
"/Organization/1Commmedical	1CommMedical	http://1commmedical.com	Health","Care|Insurance|Medical	operating	USA	IA	Des","Moines	Ankeny	01-01-2013",,,,,,,,,,,,,,
"/Organization/1D4-Pty	1d4","Pty	http://www.immortaloutdoors.com	Geospatial|Maps|Outdoors	operating	NOR	2			",,,,,,,,,,,,,,,
"/Organization/1Day1Song	1Day1Song	http://1day1song.com/	Music","Services	operating	KOR	11	Seoul	Seoul	01-12-2012",,,,,,,,,,,,,,,
"/Organization/1Daylater	1DayLater	http://1daylater.com	Curated","Web|Tracking	closed	AUS	2	Sydney	Newcastle	26-08-2009",,,,,,,,,,,,,,,
"/Organization/1Daymakeover	1DayMakeover	http://www.1daymakeover.com	Cosmetics|E-Commerce|Fashion|Lifestyle|Personal","Health|Shopping	closed	USA	CA	""Orange",County,,"California""	Santa","Ana	30-06-2008","Ana	30-06-2009",,,,,,,,,,
"/Organization/1Doc3	1doc3	http://www.1doc3.com	Health",and,Wellness|Health,"Care|Internet|SMS	operating	COL	34	Bogota	Bogotá	01-11-2013",,,,,,,,,,,,,
"/Organization/1Docway	1DocWay	http://1docway.com	Doctors|Health",Care|Health,Care,Information,Technology|Video|Video,"Chat	acquired	USA	NY	New","Chat	acquired	USA	NY	New","City	New","York	01-02-2011",,,,,,,,
"/Organization/1Energy-Systems	1Energy","Systems	http://1energysystems.com	Software	operating	USA	WA	Seattle	Seattle	01-01-2010",,,,,,,,,,,,,,,
"/Organization/1Eq	Babyscripts	http://www.getbabyscripts.com	Health",and,Wellness|Mobile,"Health	operating	USA	DC	""Washington",,"D.C.""	Washington	08-03-2013","D.C.""	Washington	08-03-2014",,,,,,,,,,
"/Organization/1Jiajie	1jiajie	http://www.1jiajie.com	E-Commerce	operating	CHN	22	Beijing	Beijing	",,,,,,,,,,,,,,,,
"/Organization/1Lay	1Lay	http://1lay.com	Mobile|Mobile",Devices|Mobile,"Security|Security|Tablets	operating					18-07-2013",,,,,,,,,,,,,,
"/Organization/1Life-Healthcare	1Life","Healthcare	http://www.1life.com	Health",and,Wellness|Health,"Care|Services	operating	USA	CA	SF",Bay,Bay,"Francisco	01-01-2002",,,,,,,,,
"/Organization/1Mind	1Mind	http://1mind.com	Social","Media	operating	USA	NH	""Manchester",,New,"Hampshire""	Hampton","Falls	01-01-2011","Falls	01-01-2012",,,,,,,,,,
"/Organization/1Mpact-Revolution-Powering-Helpfreely-Org	1mpact",Revolution,-,Powering,"Helpfreely.org	http://www.1mpactrevolution.com	Non",Profit|Online,Profit|Online,"Fundraising	operating	ESP	53	Las",Palmas,De,Gran,"Canaria	Las",Palmas,De,Gran,"Canaria	01-09-2013",
"/Organization/1Mxians	1mxians	http://www.1mxian.com/		operating	CHN	22	Beijing	Beijing	01-01-2014",,,,,,,,,,,,,,,,
"/Organization/1O1Media	1o1Media	http://www.1o1media.com	Content|Distribution|Film|Marketplaces|Monetization|Photography|Video|Video",on,"Demand	operating					01-01-2012",,,,,,,,,,,,,,
"/Organization/1Rebel	1Rebel	http://1rebelco.uk	Fitness	operating	GBR	H9	London	London	",,,,,,,,,,,,,,,,
"/Organization/1Ring	1Ring	http://www.1ring.com	Advertising|Contests|Curated",Web|Games|Mobile|Music|News|Sales,and,"Marketing|Startups|Television	operating					01-05-2009",,,,,,,,,,,,,
"/Organization/1Rp-Media	1RP","Media			operating	USA	CA	Los","Angeles	Los","Angeles	01-01-2011",,,,,,,,,,,,,
"/Organization/1Sdk	1SDK	http://www.1sdk.com	Mobile|Mobile",Analytics|Predictive,"Analytics|SaaS	operating					25-01-2013",,,,,,,,,,,,,,
"/Organization/1Spire	1spire	http://bitmado.com	Manufacturing	operating	USA	TX	Houston	Houston	01-10-2011",,,,,,,,,,,,,,,,
"/Organization/1St-Choice-Lawn-Care	1st",Choice,Lawn,"Care		Landscaping|Services	operating	USA	LA	Shreveport	Bossier","City	01-08-2012",,,,,,,,,,,,
"/Organization/1St-Merchant-Funding	1st",Merchant,"Funding	https://www.1stmerchantfunding.com/	Financial","Services|FinTech	operating	USA	FL	Miami	Miami	01-01-2007",,,,,,,,,,,,,
"/Organization/1Stdibs	1stdibs	http://www.1stdibs.com	E-Commerce	operating	USA	NY	New",York,"City	New","York	01-01-2001",,,,,,,,,,,,,
"/Organization/1Stgig-Com	1stGig.com	http://www.1stgig.com	E-Commerce	operating	USA	NY	""Albany",,New,"York""	Saratoga","Springs	01-08-2009",,,,,,,,,,,,
"/Organization/1V1-Draft-Gaems	1V1",DRAFT,"GAEMS	http://1V1GRAFTGAMES.COM		operating	USA	NC	Asheville	Asheville	19-09-2014",,,,,,,,,,,,,,
"/Organization/1World-Online	1World","Online	http://1worldonline.com	Analytics|Big",Data|Enterprise,Software|Market,"Research|Mobile|Software	operating	USA	CA	SF",Bay,Bay,"Jose	01-12-2011",,,,,,,,,
"/Organization/2-Ladoshki	2","Ladoshki			operating					",,,,,,,,,,,,,,,
"/Organization/2-Minutes	2","Minutes	http://www.2minutes.fr	Games	operating	FRA	A8	Paris	Paris	01-10-2000",,,,,,,,,,,,,,,
"/Organization/2-Ngage-U	2NGageU	http://www.2ngageu.com	Consumers|Entertainment|Games|Internet|MMO",Games|Mobile|Mobile,Social|Social,+,Mobile,+,+,Network,"Media|Women	operating	USA	VT	VT",-,"Other	Williston	26-12-2011",,,,,,
"/Organization/2-Observe	2-Observe	http://www.2-observe.be/	Design|Health",and,Wellness|Health,Care|Hospitals|Medical,"Devices	operating	BEL	4	BEL",-,-,,,,,,,,,,
"/Organization/2-Pro-Media-Group	2",Pro,Media,"Group	http://www.2pro.hk	Digital",Media|Marketing,"Automation|Media	operating					01-01-2011","Automation|Media	operating					01-01-2012",,,,,,,,,,
"/Organization/20-20-Gene-Systems-Inc	20/20",Gene,Systems,"Inc.	http://2020gene.com	Biotechnology|Health","Diagnostics	operating	USA	MD	""Washington",,,,,,,,,,,,
"/Organization/20-20-Mobile	20:20","Mobile	http://www.2020mobile.com	Mobile	operating	IRL	23	IRL",-,"Other	Cree	01-09-2006",,,,,,,,,,,,,
"/Organization/2080-Media	2080","Media		News	operating	USA	GA	Atlanta	Atlanta	01-01-2008",,,,,,,,,,,,,,,
"/Organization/20Lines	20lines	http://20lines.com	Curated","Web|Education|Parenting|Publishing	operating	ITA	20	Roncade	Roncade	01-01-2012",,,,,,,,,,,,,,,
"/Organization/20N	20n	http://20n.com/	Technology	operating	USA	CA	SF",Bay,"Area	San","Francisco	",,,,,,,,,,,,,
"/Organization/20X200	20x200	http://www.20x200.com	Art|E-Commerce|Social","Commerce	operating	USA	NY	New",York,"City	New","York	01-09-2007",,,,,,,,,,,,
"/Organization/2100B-Com-Llc	2100b",Sausalito,"LLC.	http://2100b.com	Advertising|Direct",Marketing|Social,"Media	closed	USA	CA	SF",Bay,Bay,,,,,,,,,,
"/Organization/21Cake-Food-Co	21Cake",Food,"Co.	http://www.21cake.com	Delivery|Hospitality|Manufacturing	operating	CHN	22	Beijing	Beijing	01-01-2004",,,,,,,,,,,,,,
"/Organization/21Diamonds-India	21Diamonds	http://www.21diamonds.de	E-Commerce	operating	IND	10	New","Delhi	Gurgaon	01-06-2012",,,,,,,,,,,,,,,
"/Organization/21E6	21","Inc	https://21.co	Big",Data|Bitcoin|Hardware,+,"Software|Technology	operating	USA	CA	SF",Bay,Bay,"Francisco	01-05-2013",,,,,,,,,
"/Organization/21Grams	21GRAMS	http://www.21grams.se	Software	operating	SWE	26	Stockholm	Stockholm	",,,,,,,,,,,,,,,,
"/Organization/21St-Century-Oncology	21st",Century,"Oncology	http://21stcenturyoncology.com	Health",and,"Wellness	operating	USA	FL	Fort","Myers	Fort","Myers	Fort",,,,,,,,,,
"/Organization/21Vianet	21viaNet	http://www.ch.21vianet.com	Software|Web","Hosting	ipo	CHN	22	Beijing	Beijing	16-10-2009",,,,,,,,,,,,,,,
"/Organization/22Nd-Century-Group	22nd",Century,"Group	http://www.xxiicentury.com	Biotechnology	ipo	USA	NY	NY",-,"Other	Clarence	01-01-1998",,,,,,,,,,,,
"/Organization/22Seeds	22seeds	http://www.22seeds.com	Android|Apps|Internet|iPhone|Mobile|Sales",and,Marketing|Software|Web,Development|Web,"Tools	closed	ISR	5	Tel","Aviv	Tel","Aviv	Tel",,,,,,,,,,
"/Organization/2345-Com	2345.com	http://www.2345.com	Software	operating	CHN	23	Shanghai	Shanghai	01-09-2005",,,,,,,,,,,,,,,,
"/Organization/2359-Media	2359","Media	http://www.2359media.com	Mobile	operating	SGP		Singapore	Singapore	01-02-2009",,,,,,,,,,,,,,,
"/Organization/23Andme	23andMe	http://23andme.com	Biotechnology|Search	operating	USA	CA	SF",Bay,"Area	Mountain","View	01-04-2006",,,,,,,,,,,,,
"/Organization/23Press	23press	http://www.23press.com	Blogging","Platforms|Software	operating	CAN	ON	Toronto	Toronto	01-06-2011",,,,,,,,,,,,,,,
"/Organization/24-7-Card	24/7","Card	http://www.247card.com	Finance	closed	USA	CA	Los","Angeles	Los","Angeles	",,,,,,,,,,,,,
"/Organization/24-7-Customer	[24]7	http://247-inc.com	Customer",Service|Predictive,"Analytics|Services|Software|Technology	operating	USA	CA	SF",Bay,"Area	Campbell	01-04-2000",,,,,,,,,,,,
"/Organization/24-Hour-Pro-Muscle-Gym	24",Hour,Pro,Muscle,"Gym	http://24hourpromusclegym.com	Sports	operating	USA	FL	Florida's",Space,Space,,,,,,,,,,
"/Organization/24-Media-Network	24",Media,"Network	http://nyheter24.se	News	operating	SWE	26	Stockholm	Stockholm	",,,,,,,,,,,,,,
"/Organization/24-Quan	24","Quan		Real","Estate	operating					",,,,,,,,,,,,,,
"/Organization/247-Learning-Private	24x7","Learning	http://www.24x7learning.com	EdTech|Education|Systems	operating	IND	19	Bangalore	Bangalore	01-01-2001",,,,,,,,,,,,,,,
"/Organization/247-Techies	247","Techies	http://www.247techies.com	Hardware",+,"Software	operating	USA	NY	New",York,"City	New","City	New",,,,,,,,,,
"/Organization/248-Solidstate	248","SolidState		Computers|Software|Technology	operating	USA	CA	Los","Angeles	Rolling",Hills,"Estates	01-01-2007",,,,,,,,,,,,
"/Organization/24Fab	24fab	https://www.24fab.com/		operating	ESP	29	Madrid	Madrid	",,,,,,,,,,,,,,,,
"/Organization/24Fundraiser-Com	24Fundraiser.com	http://www.24Fundraiser.com	Non",Profit|Social,"Fundraising	operating	USA	IL	Chicago	Willowbrook	01-08-2007",,,,,,,,,,,,,,
"/Organization/24H00	24h00	http://www.boosket.com/	Advertising|E-Commerce|Marketing","Automation	closed	FRA	A8	Paris	Paris	01-01-2006",,,,,,,,,,,,,,,
"/Organization/24I	24i	http://www.24i.com/	Internet	operating	NLD	7	Amsterdam	Amsterdam	01-01-2009",,,,,,,,,,,,,,,,
"/Organization/24M-Technologies	24M","Technologies	http://24-m.com	Clean","Technology	operating	USA	MD	Salisbury	Cambridge	01-01-2010",,,,,,,,,,,,,,
"/Organization/24Me	24me	http://www.twentyfour.me	Artificial",Intelligence|Big,"Data|Marketplaces|Productivity	operating					01-01-2013",,,,,,,,,,,,,,
"/Organization/24Med-Sp	24med","Sp			closed					",,,,,,,,,,,,,,,
"/Organization/24Pagebooks	24PageBooks	http://24pagebooks.com	Software	closed	USA	NY	""Rochester",,New,"York""	Rochester	01-01-2010",,,,,,,,,,,,,
"/Organization/24Symbols	24Symbols	http://www.24symbols.com	Software|Textbooks	operating	ESP	29	Madrid	Madrid	07-08-2010",,,,,,,,,,,,,,,,
"/Organization/24Tidy	24tidy	http://24tidy.com	Services	operating	CHN				",,,,,,,,,,,,,,,,
"/Organization/250Ok	250ok	http://250ok.com	Software	operating	USA	IN	Indianapolis	Indianapolis	01-01-2012",,,,,,,,,,,,,,,,
"/Organization/25Eight	25eight	http://25eightsoftware.com	DIY|Electronics|Software	closed	USA	CA	SF",Bay,"Area	San","Francisco	",,,,,,,,,,,,,
"/Organization/265-Network	265","Network	http://www.265.com	Software	operating	CHN	22	Beijing	Beijing	01-01-2004",,,,,,,,,,,,,,,
"/Organization/27-Bards	27","bards	http://27bards.com	Software|Tourism	operating	USA	CA	SF",Bay,"Area	Stanford	01-01-2011",,,,,,,,,,,,,
